text,label,channel,platform,source
"I want to see Shakira, not football :)",legitimate,social,youtube,Youtube05-Shakira
good!!,legitimate,social,youtube,Youtube05-Shakira
Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,phishing,social,youtube,Youtube05-Shakira
&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,phishing,social,youtube,Youtube05-Shakira
"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us",phishing,social,youtube,Youtube05-Shakira
"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us",phishing,social,youtube,Youtube05-Shakira
Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,phishing,social,youtube,Youtube05-Shakira
Nice song ^_^,legitimate,social,youtube,Youtube05-Shakira
god she is so sexy! drives me crazy!,legitimate,social,youtube,Youtube05-Shakira
WOw,legitimate,social,youtube,Youtube05-Shakira
shakira is the best!,legitimate,social,youtube,Youtube05-Shakira
Nice,legitimate,social,youtube,Youtube05-Shakira
Shakira,legitimate,social,youtube,Youtube05-Shakira
the best!,legitimate,social,youtube,Youtube05-Shakira
"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence",phishing,social,youtube,Youtube05-Shakira
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,phishing,social,youtube,Youtube05-Shakira
"PLEASE CHECK OUT THIS VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U :)",phishing,social,youtube,Youtube05-Shakira
WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,phishing,social,youtube,Youtube05-Shakira
Meet The Richest Online Marketer  NOW CLICK : bit.ly/make-money-without-adroid,phishing,social,youtube,Youtube05-Shakira
How did you know that people makes another account just for subscribing itself and liking??? :),phishing,social,youtube,Youtube05-Shakira
:) I&#39;ll subscribe to you. You look Nice :),phishing,social,youtube,Youtube05-Shakira
Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,phishing,social,youtube,Youtube05-Shakira
WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,phishing,social,youtube,Youtube05-Shakira
Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,phishing,social,youtube,Youtube05-Shakira
I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel,phishing,social,youtube,Youtube05-Shakira
Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,phishing,social,youtube,Youtube05-Shakira
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney",phishing,social,youtube,Youtube05-Shakira
SO THEN HOW ARE YOU GOING TO CALL YOURSELF A INSTRUMENTAL SONGWRITER IF THERES NO SINGING THERES NO SONG TO WRITE!?!?! LOL.   YOU GOT ALOT TO LEARN KID BUT HEY DON&#39;T FORGET TO SUBSCRIBE!,phishing,social,youtube,Youtube05-Shakira
Please go in and see our Channel and subscribe :-). It would be Nice mate.,phishing,social,youtube,Youtube05-Shakira
wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,phishing,social,youtube,Youtube05-Shakira
CHECK OUT THE DUBSTEP VERSION,phishing,social,youtube,Youtube05-Shakira
i can to make money,phishing,social,youtube,Youtube05-Shakira
Wanna Laugh??? Please SUBSCRIBE to our channel!!!,phishing,social,youtube,Youtube05-Shakira
Earn money for being online with 0 efforts!    bit.ly\14gKvDo,phishing,social,youtube,Youtube05-Shakira
"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you!",phishing,social,youtube,Youtube05-Shakira
adf.ly /KlD3Y,phishing,social,youtube,Youtube05-Shakira
Check out  these Irish guys cover  of Avicii&#39;s  Wake Me Up!  Just search...  &quot;wake me up Fiddle Me Silly&quot; Worth a listen  for the gorgeous fiddle player!,phishing,social,youtube,Youtube05-Shakira
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You!",phishing,social,youtube,Youtube05-Shakira
"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I dont have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank u to all the people who just gave me a chance l really appreciate it",phishing,social,youtube,Youtube05-Shakira
subscribe to my pagee please.,phishing,social,youtube,Youtube05-Shakira
please subscribe to my page. thanks.,phishing,social,youtube,Youtube05-Shakira
"Hey, hit this shit up while yall can, they killed the versace remix. Just type in CGE &quot;Versace Freestyle (Get Money)&quot; Shot by Ja-Wan Gardner and help them reach 1 million views.",phishing,social,youtube,Youtube05-Shakira
"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!",phishing,social,youtube,Youtube05-Shakira
"Subscribe me, I will? subscribe you back!!!",phishing,social,youtube,Youtube05-Shakira
Please.. Check my channel out:) I subscribe back..;),phishing,social,youtube,Youtube05-Shakira
I really ask nicely to view my vids:) I subscribe back..,phishing,social,youtube,Youtube05-Shakira
******* Facebook is LAME and so 2004! Check out ------------ swagFriends com Make thousands of cool new friends everyday! Join this new movement!,phishing,social,youtube,Youtube05-Shakira
CHECK OUT partyman318 FR GOOD TUNEZ!! :D,phishing,social,youtube,Youtube05-Shakira
Hi.Check out and share our songs.,phishing,social,youtube,Youtube05-Shakira
"Hey, I am doing the Forty Hour famine so I&#39;ll be giving up on food and social working for 40 hours. I&#39;m doing this to raise money for African people who can&#39;t experience the luxuries that we can. So can you donate to give them a chance?  Any amount would do :)  Click on the link and donate h t t p : / / 4 0 h f . c o m . a u / A n t h o n y L a m Thanks :)",phishing,social,youtube,Youtube05-Shakira
Love itt and ppl check out my channel!!!,phishing,social,youtube,Youtube05-Shakira
SUBSCRIBE MY CHANNEL,phishing,social,youtube,Youtube05-Shakira
adf.ly / KlD3Y,phishing,social,youtube,Youtube05-Shakira
check out my new video,phishing,social,youtube,Youtube05-Shakira
"Hey Music Fans I really appreciate all of you who take time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I dont have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that u won&#39;t regret!!! Thank u to all the people who just give me a chance it means a lot! :)",phishing,social,youtube,Youtube05-Shakira
"Hello everyone, It Is not my intention to spam and am truly sorry If anyone Is annoyed by this but just please hear me out.  I am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact.  I enjoy making all types of music that anyone can listen to, doesn&#39;t have me talking about killing anyone and most importantly, focuses on the quality of the music.  Please check out my page, It&#39;s only a click away.  Thank you and have a nice day :)",phishing,social,youtube,Youtube05-Shakira
Please check out and send to others Freedom and Justice are on the line!  Please Google:   Steven L. Reed Case Lands in Supreme Court---thanks!,phishing,social,youtube,Youtube05-Shakira
"Nice to meet You - this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Enjoy the music - wish You awesome day!",phishing,social,youtube,Youtube05-Shakira
hey you ! check out the channel of Alvar Lake !!,phishing,social,youtube,Youtube05-Shakira
"Hi -this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Thank You &amp; enjoy the music - wish You awesome day!",phishing,social,youtube,Youtube05-Shakira
Love this song!!!,legitimate,social,youtube,Youtube05-Shakira
Love this song !!!!!!,legitimate,social,youtube,Youtube05-Shakira
Check out this video on YouTube:<br />&quot;This Time for Africa&quot;. One for Trayvon!  And Our MOTHERland<br />Thank-you Shakira﻿,phishing,social,youtube,Youtube05-Shakira
i watched this because of the large amount of views and now i am convinced it is because that girl is so hot,legitimate,social,youtube,Youtube05-Shakira
"O peoples of the earth, I have seen how you perform every form of evil at your leisure! You cease not from reveling in that which I hate! Behold, you murder the innocent day and night and plot evil against your neighbor! You stand up for the rights of those who commit abomination and clap your hands as wickedness is celebrated openly in the streets!... O MOST PERVERSE AND ABOMINABLE GENERATION, SHALL I NOT REPAY?!  Hear the Word of The Lord - TrumpetCallOfGodOnline.  co m",phishing,social,youtube,Youtube05-Shakira
this song always gives me chills! :),legitimate,social,youtube,Youtube05-Shakira
I love dis song!! 3,legitimate,social,youtube,Youtube05-Shakira
I WILL NEVER FORGET THIS SONG IN MY LIFE LIKE THIS COMMENT OF YOUR HEARING THIS SONG FOR LIKE A YEAR!!!!!,phishing,social,youtube,Youtube05-Shakira
